Id,H[mm],Kunsat[mm_s]
11301911230071011,0.0,0.21834811438243434
11301911230071011,10.0,0.12947116881256346
11301911230071011,100.0,0.03311541229594149
11301911230071011,500.0,0.004764773362162965
11301911230071011,1000.0,0.001492954185019563
11301911230071011,2000.0,0.00037640453823774354
11301911230071011,4000.0,7.544274595278213e-5
11301911230071011,10000.0,6.231529723598137e-6
11301911230071012,0.0,0.022803790501200887
11301911230071012,10.0,0.015999644378024064
11301911230071012,100.0,0.004270724652580747
11301911230071012,500.0,0.0004995322142464244
11301911230071012,1000.0,0.0001310367705268235
11301911230071012,2000.0,2.600951308916812e-5
11301911230071012,4000.0,3.8452802138202866e-6
11301911230071012,10000.0,1.9140523602424573e-7
11301911230071013,0.0,0.1787973343160049
11301911230071013,10.0,0.09644245194669737
11301911230071013,100.0,0.02388520198891703
11301911230071013,500.0,0.0037207219230824475
11301911230071013,1000.0,0.0012530307487267046
11301911230071013,2000.0,0.0003486580929247649
11301911230071013,4000.0,7.933447825539642e-5
11301911230071013,10000.0,8.110238162365936e-6
11301911230071014,0.0,0.22387818233294476
11301911230071014,10.0,0.12018488734976895
11301911230071014,100.0,0.02973614276662963
11301911230071014,500.0,0.004596027977162659
11301911230071014,1000.0,0.0015365926091765055
11301911230071014,2000.0,0.0004233056322375508
11301911230071014,4000.0,9.508408632779494e-5
11301911230071014,10000.0,9.510937052408471e-6
11301911230071015,0.0,0.19516082703528062
11301911230071015,10.0,0.10393932385649131
11301911230071015,100.0,0.025594959487249807
11301911230071015,500.0,0.0040803238778803754
11301911230071015,1000.0,0.0014043936916135796
11301911230071015,2000.0,0.00040269309769528136
11301911230071015,4000.0,9.526221731207346e-5
11301911230071015,10000.0,1.0399418092410905e-5
25231122000101011,0.0,0.24771290795811785
25231122000101011,10.0,0.07731723657226493
25231122000101011,100.0,0.015713975667393843
25231122000101011,500.0,0.0028545671860889478
25231122000101011,1000.0,0.001133496857341891
25231122000101011,2000.0,0.0003982690875658113
25231122000101011,4000.0,0.00012316320356748744
25231122000101011,10000.0,2.1281207245121263e-5
25231122000101012,0.0,0.20528623371622307
25231122000101012,10.0,0.0868070108039935
25231122000101012,100.0,0.019671088613638924
25231122000101012,500.0,0.003395566087302271
25231122000101012,1000.0,0.0012663179902875988
25231122000101012,2000.0,0.00040623814343635227
25231122000101012,4000.0,0.00011127454056529968
25231122000101012,10000.0,1.558913495551766e-5
25231122000101013,0.0,0.016486192249928495
25231122000101013,10.0,0.012511994797357224
25231122000101013,100.0,0.0058891599233206965
25231122000101013,500.0,0.0020081947540219617
25231122000101013,1000.0,0.0010548405909567523
25231122000101013,2000.0,0.0004904470345046748
25231122000101013,4000.0,0.00020016679083684403
25231122000101013,10000.0,4.946916388855477e-5
25231122000101014,0.0,0.015326213944427222
25231122000101014,10.0,0.005554004701641791
25231122000101014,100.0,0.0013476712807515582
25231122000101014,500.0,0.0002906359183457615
25231122000101014,1000.0,0.00012784303495950368
25231122000101014,2000.0,5.070855713685898e-5
25231122000101014,4000.0,1.8057436648340583e-5
25231122000101014,10000.0,3.8811283201196275e-6
25231122000101015,0.0,0.012849063197710337
25231122000101015,10.0,0.006260758243669209
25231122000101015,100.0,0.001684542256316536
