Zroot,ΔRdf_Top,Zroot_Top,Lai,Lai_Min,Lai_Max,CropCoeficient,CropCoeficient_Min,CropCoeficient_Max,ExtinctCoefRadiation,Ψfeddes1,Ψfeddes2,Ψfeddes3,Ψfeddes4,RootWaterUptakeComp,Zevapo,Sint_Lai,Sint_Sat
800.0,0.897509579,300.0,3.0,2.7231979763009804,4.484187384034913,0.86572077,0.7970771290656549,0.9751593611922684,0.5,100.0,250.0,5000.0,80000.0,0.5,300.0,1.6,1.0
