Id,100mm,250000mm
12112828000651011,0.39596702574201986,0.13819107248158352
12112828000651012,0.354380909269447,0.1354001652115367
12112828000651013,0.19402565065996116,0.04715054552115465
12112828000651014,0.1704060623119182,0.014384627158768003
12112828000671011,0.38951635824118863,0.11909999902020325
12112828000671012,0.2933450088390333,0.09744691286826229
12112828000671013,0.3065428395956689,0.05520923576125932
14112824000301011,0.3567550780379989,0.15751665049970237
14112824000301012,0.29962499018060984,0.15799994648364274
14112824000301013,0.178704600571901,0.04946978268534603
14112824000301014,0.14661293107014264,0.02427198872242639
15352815000491011,0.39675897099492,0.11926046759796878
15352815000491012,0.37371104663373894,0.1172827336786999
15352815000491013,0.20572405698733987,0.049947001804992334
15352815000491014,0.1583138674202057,0.01601980086021449
15352815000521011,0.24136834225192,0.043359412813057115
15352815000521012,0.19796196384738055,0.04830200832235726
15352815000521013,0.16125699781241493,0.026945293161518766
15352815000521014,0.1442425436267102,0.012063031035053582
22192923000421011,0.38054132471755897,0.14484240362773954
22192923000421012,0.35663038127007163,0.1808886492919069
22192923000421013,0.21891224287717395,0.09284279392471376
22192923000421014,0.26005819370931516,0.06156300774598726
22192923000421015,0.1538690577269433,0.0327972664074856
28112417000741011,0.3056023742597729,0.0878224464957329
28112417000741012,0.22759908087900657,0.03222136307366488
28112417000741013,0.15933090119239096,0.014840676185846481
28112417000741014,0.14044466491680094,0.011139577684573382
28311126000133011,0.3634356939382442,0.13219862743020333
28311126000133012,0.2994194266776129,0.13570526602214533
28311126000133013,0.17468120746299923,0.05370378461259149
28311126000133014,0.14097705260211832,0.027934825226312663
28311126000141011,0.3363587196574831,0.14220075158222714
28311126000141012,0.1984253159047632,0.08294583607927725
28311126000141013,0.15323232758386487,0.04236612547212468
28311126000141014,0.14228778792024768,0.021197649425389275
