Id,0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
12112828000651011,0.449,0.3804383581113946,0.36746581137231443,0.3494371924770203,0.3330458239147647,0.3260080092779956,0.28746742898900396,0.15817924391062108
12112828000651012,0.39,0.34007465426981376,0.328072507062119,0.3114970948715516,0.29657777857947487,0.2902219117663179,0.25600154914977624,0.15014026732697044
12112828000651013,0.26830000000000004,0.16598242243114336,0.1448601345961463,0.12065858225021824,0.10327904630056109,0.0969712681973913,0.07196738457111274,0.04764741718124173
12112828000651014,0.24152500000000002,0.1283415583406336,0.0997645177848544,0.07080397184044332,0.05267533124334526,0.0466903699366637,0.026509669359212912,0.014464287061766615
12112828000671011,0.468,0.3669239711110704,0.348041204270101,0.3226127331815384,0.3005103357601364,0.2913358404994803,0.244534552861344,0.13055186124119247
12112828000671012,0.404,0.25563926037733936,0.22730177450337302,0.19490666255032338,0.17170274720626544,0.16329597560075818,0.13007600580645626,0.09808687590381966
12112828000671013,0.428,0.24981135652673322,0.20890735682984046,0.16449033692535217,0.13446311603795424,0.12401028577000746,0.08547785880130465,0.055581365765541436
14112824000301011,0.43392500000000006,0.3416646284790435,0.32904567132556795,0.31185724672835996,0.2966882833985362,0.2903211564350755,0.25709150509568435,0.16780881242159276
14112824000301012,0.359875,0.28475452096119985,0.2725072000279284,0.2565270885218877,0.2431776058120613,0.237792220842791,0.2118319041378284,0.16158259539781766
14112824000301013,0.24677499999999997,0.15383443252837803,0.1351385861844512,0.11376592220464415,0.09845733279556303,0.0929110819870148,0.07099499322230422,0.04989192114892008
14112824000301014,0.20302499999999998,0.12473254793844447,0.10800850526371938,0.08849070512369578,0.0741791692513019,0.06890930576063771,0.04747600512296772,0.024821206503390085
15352815000491011,0.492,0.3762055293739692,0.35900201756386985,0.3355153731649867,0.3147231385382015,0.30597536052043856,0.26010104583452853,0.13420126612333716
15352815000491012,0.471,0.3472375838650716,0.32539337299335175,0.2968185820443187,0.2728730905596243,0.26319161643474415,0.2163191904261077,0.12403854558703908
15352815000491013,0.2647,0.18482933659448525,0.16805014213576228,0.1470975050111256,0.13048810340791592,0.124030887938834,0.09502570848668387,0.051930536220530746
15352815000491014,0.22145,0.12790023222686475,0.10562568772987849,0.08098622349313686,0.0639800209044016,0.05797458616586482,0.0352837841026116,0.016299970181603077
15352815000521011,0.3325,0.21089598466991918,0.18693859856208797,0.1578986754044298,0.1356602933387388,0.12722086576112432,0.09097014476966593,0.044952579387355744
15352815000521012,0.2725,0.17332187112215874,0.15418321236163077,0.13135786568489735,0.11420168140302933,0.10777491367539929,0.08081521009380502,0.04923981873906244
15352815000521013,0.2245,0.1334242269961668,0.11287385688293788,0.08991094353284403,0.07388103474062035,0.06817582604964698,0.04632396072784563,0.027254192439498524
15352815000521014,0.2037,0.11076952994843144,0.08750495297131958,0.06330877348940724,0.047719861986443464,0.04247022576194365,0.024175476286850735,0.012163715085097906
22192923000421011,0.45227500000000004,0.36597052348832315,0.3538094419898531,0.33693726354444314,0.3216407578989979,0.31508767330494264,0.27937665378659576,0.16238807361929067
22192923000421012,0.4145,0.3438265248963696,0.33310628692532956,0.3184463281201148,0.305438094842862,0.29995578758114877,0.2711027295635994,0.19064563821303965
22192923000421013,0.265775,0.206118146754882,0.19554683377104431,0.18168216603822027,0.17002634066043787,0.16530295116266155,0.14233239892211608,0.09630548572808027
22192923000421014,0.34915,0.22202146199549405,0.19338672808495178,0.16061546508672633,0.13711264955602007,0.128590190725292,0.09486138860776797,0.062222718733861114
22192923000421015,0.20500000000000002,0.132264345591204,0.11573919673095434,0.09644295294802573,0.08228506030678484,0.07706952113259247,0.05584077943157932,0.03334541172211804
28112417000741011,0.40772499999999995,0.28288819090846107,0.26418083467431336,0.23974423929968341,0.21930221089314156,0.2110474908821489,0.17117936543455797,0.09343081690181752
28112417000741012,0.31779999999999997,0.18550012357248033,0.15473847885021363,0.12080108681535985,0.09744716662994811,0.0892171065657116,0.05823139702570284,0.03259063183098188
28112417000741013,0.2253,0.12151467004753136,0.09553845308070716,0.06888169948885792,0.05196145857956469,0.046321665913765964,0.02700072656917836,0.014930183898663173
28112417000741014,0.19831,0.10793048050551911,0.08527674276003516,0.06164952744335558,0.04637949151962119,0.04122614343370544,0.023202009336203516,0.011242436549687321
28311126000133011,0.42175,0.3477434720871798,0.3345924128765484,0.31648775777352756,0.3002688895197503,0.2933842565217129,0.2566006045239646,0.14678911608090667
28311126000133012,0.3552,0.284980247049341,0.27294652661899255,0.2568500255466542,0.24297999293457703,0.23725887346094712,0.20844265142621085,0.14189775270785876
28311126000133013,0.23855,0.1568031996725719,0.14266299519688935,0.12536155228708565,0.11196799296245023,0.10684662369914123,0.08454047974159042,0.05482834185191469
28311126000133014,0.19362000000000001,0.11985066593871158,0.10385675323238991,0.08541871247548298,0.07208597182500115,0.06722368093213446,0.04778518501051075,0.02835500913111181
28311126000141011,0.42000000000000004,0.3212570503001122,0.3086422745413511,0.2915080426631606,0.2764447001298317,0.27013976224144864,0.23742583721930507,0.15173757954036626
28311126000141012,0.25255,0.18478730477742955,0.17367970565138274,0.1594678936582467,0.1478732137813571,0.1432734815991638,0.12180588661039896,0.08509161784018013
28311126000141013,0.21059999999999998,0.13510628300569508,0.12101110232842474,0.10417092907671353,0.09148762298743023,0.08672969639236432,0.06671940930794906,0.043080042359828354
28311126000141014,0.19904999999999998,0.11482884560736757,0.09505629207628807,0.07362086509179994,0.0591565244129796,0.054127704563555916,0.03563015764279556,0.021372457394209163
