Id,SoilName,Depth,IsTopsoil,ThetaS_Ch[mm3 mm-3],ThetaR_Ch[mm3 mm-3],LambdaCh_Ch[-],Hch_Ch[mm],Ks_Ch[mm s-1], Hga_Ch[mm],ThetaS_Vg[mm3 mm-3],ThetaR_Vg[mm3 mm-3],n_Vg[-],Hvg_Vg[mm],Ks_Vg[mm s-1],0mm,500mm,1000mm,2000mm,3300mm,4000mm,10000mm,150000mm
12112828000651011,Barr_65a.1,225.0,1,0.44899999999994616,0.0,0.11278125408922919,90.00000000000085,0.005307732275219146,157.2472966493348,0.4217951377564767,6.932101042331228e-11,1.1846065300625408,920.9715744423346,0.009926905358438737,0.449,0.3804383581113946,0.36746581137231443,0.3494371924770203,0.3330458239147647,0.3260080092779956,0.28746742898900396,0.15817924391062108
12112828000651012,Barr_65a.1,675.0,0,0.38999999999899626,0.0,0.10351114037738458,90.00000000002463,0.003571664959637253,158.67432646037136,0.37033113677700974,0.017110855394221906,1.1942752855747003,1089.3634101660311,0.0063628738550643256,0.39,0.34007465426981376,0.328072507062119,0.3114970948715516,0.29657777857947487,0.2902219117663179,0.25600154914977624,0.15014026732697044
12112828000651013,Barr_65a.1,750.0,0,0.23454427271020556,0.0,0.21911216830795863,90.00000000000006,0.1270280179266269,144.30399905668764,0.24523356785312156,0.04215054551926159,1.434129311311489,176.62309721495714,0.20538054349538848,0.26830000000000004,0.16598242243114336,0.1448601345961463,0.12065858225021824,0.10327904630056109,0.0969712681973913,0.07196738457111274,0.04764741718124173
12112828000651014,Barr_65a.1,1000.0,0,0.2147297420843432,0.0,0.3597974426776699,90.00000000000006,0.12191010189657492,133.2818755684913,0.22249828181761888,0.009384627158255882,1.51707958485368,169.3802217086889,0.18413591984530925,0.24152500000000002,0.1283415583406336,0.0997645177848544,0.07080397184044332,0.05267533124334526,0.0466903699366637,0.026509669359212912,0.014464287061766615
12112828000671011,Barr_67a.1,235.0,1,0.45270581709692176,0.0,0.1386622635765824,90.00000000000006,0.12773915015410553,153.55991495769354,0.4303183002925939,0.04146094461937444,1.2528361028356347,591.666875756914,0.22277716437895362,0.468,0.3669239711110704,0.348041204270101,0.3226127331815384,0.3005103357601364,0.2913358404994803,0.244534552861344,0.13055186124119247
12112828000671012,Barr_67a.1,445.0,0,0.3464899175341233,0.0,0.18222924795443204,90.00000000000014,0.18853439938978847,148.18886220382115,0.3718027394193041,0.09244691285886876,1.4364149658469845,146.43397954676138,0.31503687831263216,0.404,0.25563926037733936,0.22730177450337302,0.19490666255032338,0.17170274720626544,0.16329597560075818,0.13007600580645626,0.09808687590381966
12112828000671013,Barr_67a.1,1020.0,0,0.37789031722148503,0.0,0.2709985498614086,90.00000000000483,0.21146026951224742,139.64159733127505,0.3935641575318389,0.05020923541682666,1.4803455413674085,173.4014974626799,0.33580078814997594,0.428,0.24981135652673322,0.20890735682984046,0.16449033692535217,0.13446311603795424,0.12401028577000746,0.08547785880130465,0.055581365765541436
14112824000301011,Darn_30a.1,180.0,1,0.4101716207059648,0.0,0.10722086969928893,89.99999999999997,0.12066816869712034,158.09604764519415,0.3973865156431105,0.09367566742747702,1.2337181260531085,492.821980565676,0.22335536018777893,0.43392500000000006,0.3416646284790435,0.32904567132556795,0.31185724672835996,0.2966882833985362,0.2903211564350755,0.25709150509568435,0.16780881242159276
14112824000301012,Darn_30a.1,395.0,0,0.3354325493412504,0.0,0.09482545021146087,89.99999999999997,0.09848050912120881,160.06746364427056,0.334469390198765,0.1339713098055863,1.301655569302009,351.78339469806366,0.17036392461856126,0.359875,0.28475452096119985,0.2725072000279284,0.2565270885218877,0.2431776058120613,0.237792220842791,0.2118319041378284,0.16158259539781766
14112824000301013,Darn_30a.1,695.0,0,0.213724214964928,0.0,0.20397459546372113,90.00000000000021,0.11571204902531612,145.8339052750726,0.22579242868019608,0.044469782682787506,1.4311397867037472,165.5265577279469,0.1881789623395111,0.24677499999999997,0.15383443252837803,0.1351385861844512,0.11376592220464415,0.09845733279556303,0.0929110819870148,0.07099499322230422,0.04989192114892008
