Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max,Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ,KunsatModel
1.1122911000031012e16,0.821,0.05864,0.08,30065.37677,1.99988,0.80734,0.7675,10.0,0.0,0.66282,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.181,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1122911000031012e16,0.493,0.04732,0.08,16458.6852,2.46867,0.88279,0.7675,10.0,0.0,0.43521,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.113,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99507,0.99507,0.0,0.00769,0.00769,0.0,0.0
1.1122911000031012e16,0.417,0.0,0.08,41782.92116,2.12485,0.93086,0.7675,10.0,0.0,0.38817,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.999,0.999,0.0,0.00303,0.00303,0.0,0.0
1.1122911000031014e16,0.393,0.0,0.08,37527.76225,2.26915,0.93284,0.7675,10.0,0.0,0.36661,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.092,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99706,0.99706,0.0,0.0049,0.0049,0.0,0.0
1.1122911000031016e16,0.395,0.0,0.08,41030.03964,2.06223,0.9493,0.7675,10.0,0.0,0.37497,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.092,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9965,0.9965,0.0,0.00552,0.00552,0.0,0.0
1.1122911000041012e16,0.821,0.05445,0.08,30632.31439,2.02144,0.80823,0.7675,10.0,0.0,0.66356,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.181,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1122911000041012e16,0.49,0.10232,0.08,26727.41893,2.63029,0.88042,0.7675,10.0,0.0,0.43141,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.181,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99759,0.99759,0.0,0.00428,0.00428,0.0,0.0
1.1122911000041012e16,0.497,0.0,0.08,129102.48328,3.14389,0.94622,0.7675,10.0,0.0,0.47027,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99771,0.99771,0.0,0.00387,0.00387,0.0,0.0
1.1133025000031012e16,0.498,0.09566,0.08,30445.11555,2.6737,0.86178,0.7675,10.0,0.0,0.42917,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.182,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99751,0.99751,0.0,0.00441,0.00441,0.0,0.0
1.1133025000031012e16,0.451,0.03517,0.08,85651.16917,3.01848,0.91569,0.7675,10.0,0.0,0.41298,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.191,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99767,0.99767,0.0,0.00358,0.00358,0.0,0.0
1.1133025000031012e16,0.424,0.0,0.08,140725.61972,2.78223,0.98371,0.7675,10.0,0.0,0.41709,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.199,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.9984,0.9984,0.0,0.00277,0.00277,0.0,0.0
1.1133025000031014e16,0.409,0.2,0.08,15083.0358,2.43958,0.93956,0.7675,10.0,0.0,0.38428,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.97521,0.97521,0.0,0.00827,0.00827,0.0,0.0
1.1133025000041012e16,0.498,0.09565,0.08,30446.84009,2.67372,0.86177,0.7675,10.0,0.0,0.42916,0.0,0.3,0.0,6.0e-5,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.182,0.08,1.0e14,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99751,0.99751,0.0,0.00441,0.00441,0.0,0.0
