Name,Id,θs,θr,λch[-],Ψch[mm],Ks_Ch[mm second-1],Ks_Vg[mm second-1],Ψga[mm],Nse,Nse_θΨ,Nse_KΨ,Rmse,Rmse_θΨ,Rmse_KΨ
Waitoa,1,0.562546689335168,0,0.129125227706712,329.530396703364,0.007205544107149,0.009346287727014,567.051063032377,0.920643642932493,0.924170365645231,0.917116920219755,0.019716182141843,0.038454156710461,0.000978207573226
Waihou,2,0.571872957035994,0,0.133557417272657,90.0000000000008,0.01137266639557,0.018745888928315,154.254860395206,0.836300514883809,0.919781198830498,0.75281983093712,0.025037044650109,0.047168665389189,0.002905423911028
Taupo,3,0.487328299506921,0,0.093697114625923,281.839080905362,0.006022230391202,0.009631576100107,501.838288809037,0.863173822508836,0.938440448690141,0.787907196327531,0.012420128201627,0.023407299522534,0.001432956880719
Otorohanga,4,0.537704422053758,0,0.087719298,90.0000000000007,0.032438047735028,0.072464305664291,161.250000041564,0.701607791565791,0.868288753839297,0.534926829292285,0.02468160039746,0.035921729956542,0.013441470838377
Hamilton,5,0.495744340033864,0,0.087719298,855.999999999987,0.012285894212111,0.041194614405797,1533.66666706195,0.399441500889911,0.508989806682428,0.289893195097394,0.022909198812031,0.036330864735357,0.009487532888705
