Year,Month,Day,Hour,Minute,Second,PET(mm),Rain(mm)
1972,1,1,9,0,0,5.06427955627,0.0
1972,1,2,9,0,0,3.41532111168,11.3000001907
1972,1,3,9,0,0,4.58322191238,1.89999997616
1972,1,4,9,0,0,5.00288534164,0.0
1972,1,5,9,0,0,5.49141454697,0.0
1972,1,6,9,0,0,3.65219902992,3.90000009537
1972,1,7,9,0,0,2.22351050377,7.90000009537
1972,1,8,9,0,0,4.17789983749,0.0
1972,1,9,9,0,0,3.78835439682,0.0
1972,1,10,9,0,0,5.28439188004,0.0
1972,1,11,9,0,0,3.53526139259,4.30000019073
1972,1,12,9,0,0,4.33635139465,0.0
1972,1,13,9,0,0,4.36709737778,0.0
1972,1,14,9,0,0,3.09520936012,0.0
1972,1,15,9,0,0,4.24688816071,0.0
1972,1,16,9,0,0,4.6258649826,0.0
1972,1,17,9,0,0,6.00748586655,0.0
1972,1,18,9,0,0,3.50363445282,0.0
1972,1,19,9,0,0,4.19698190689,0.0
1972,1,20,9,0,0,3.76202082634,0.0
1972,1,21,9,0,0,3.45216751099,0.0
1972,1,22,9,0,0,3.47624516487,1.29999995232
1972,1,23,9,0,0,2.30116558075,0.0
1972,1,24,9,0,0,3.5676279068,0.0
1972,1,25,9,0,0,5.68991518021,0.0
1972,1,26,9,0,0,5.00167131424,0.0
1972,1,27,9,0,0,5.78726005554,0.0
1972,1,28,9,0,0,5.62122535706,0.0
1972,1,29,9,0,0,4.45801258087,5.80000019073
1972,1,30,9,0,0,5.48825073242,0.0
1972,1,31,9,0,0,4.29264783859,0.0
1972,2,1,9,0,0,3.2559235096,1.70000004768
1972,2,2,9,0,0,3.71150922775,0.0
1972,2,3,9,0,0,4.37347126007,0.0
1972,2,4,9,0,0,5.37783384323,0.0
1972,2,5,9,0,0,3.31768059731,0.0
1972,2,6,9,0,0,4.36872291565,0.0
1972,2,7,9,0,0,3.57883358002,0.0
1972,2,8,9,0,0,4.58019351959,1.60000002384
1972,2,9,9,0,0,1.43918430805,4.5
1972,2,10,9,0,0,2.53751969337,0.0
1972,2,11,9,0,0,4.52253437042,1.89999997616
1972,2,12,9,0,0,2.42880034447,0.0
1972,2,13,9,0,0,3.13439440727,0.0
1972,2,14,9,0,0,4.51649141312,0.0
1972,2,15,9,0,0,2.81170797348,0.0
1972,2,16,9,0,0,3.91265416145,0.0
1972,2,17,9,0,0,4.24285984039,0.0
1972,2,18,9,0,0,4.34297418594,0.0
1972,2,19,9,0,0,5.24489212036,0.0
1972,2,20,9,0,0,3.61514258385,11.8999996185
1972,2,21,9,0,0,3.04866027832,0.0
1972,2,22,9,0,0,2.63701653481,0.0
1972,2,23,9,0,0,5.39481735229,5.69999980927
1972,2,24,9,0,0,3.17922782898,5.90000009537
1972,2,25,9,0,0,3.69335913658,0.0
1972,2,26,9,0,0,5.80782604218,0.0
1972,2,27,9,0,0,3.59744524956,0.0
1972,2,28,9,0,0,4.99056243896,0.0
1972,2,29,9,0,0,4.57804059982,0.0
1972,3,1,9,0,0,3.28757739067,0.0
1972,3,2,9,0,0,4.27081918716,0.0
1972,3,3,9,0,0,3.04849362373,0.0
1972,3,4,9,0,0,2.62024784088,4.0
1972,3,5,9,0,0,2.24319720268,2.09999990463
1972,3,6,9,0,0,1.59194684029,0.0
1972,3,7,9,0,0,1.62885797024,5.69999980927
1972,3,8,9,0,0,1.51033711433,9.5
1972,3,9,9,0,0,1.54156553745,31.6000003815
1972,3,10,9,0,0,1.67152154446,67.9000015259
1972,3,11,9,0,0,3.37003850937,2.40000009537
1972,3,12,9,0,0,4.6348900795,0.0
1972,3,13,9,0,0,3.63196611404,0.0
1972,3,14,9,0,0,4.36315584183,0.0
1972,3,15,9,0,0,3.87651896477,0.0
1972,3,16,9,0,0,3.02424931526,0.0
1972,3,17,9,0,0,3.45211553574,0.0
1972,3,18,9,0,0,3.99417877197,0.0
1972,3,19,9,0,0,4.34676742554,0.0
1972,3,20,9,0,0,3.721616745,0.0
1972,3,21,9,0,0,3.62146782875,0.0
1972,3,22,9,0,0,3.71898913383,0.0
1972,3,23,9,0,0,4.05989980698,0.0
1972,3,24,9,0,0,3.53164172173,0.0
1972,3,25,9,0,0,1.69562864304,1.89999997616
1972,3,26,9,0,0,3.11107969284,0.0
1972,3,27,9,0,0,1.64638566971,0.0
1972,3,28,9,0,0,2.42477035522,0.0
1972,3,29,9,0,0,3.98514437675,0.0
1972,3,30,9,0,0,2.31990885735,0.0
1972,3,31,9,0,0,3.3770442009,0.0
1972,4,1,9,0,0,2.22490668297,0.0
1972,4,2,9,0,0,2.75889492035,0.0
1972,4,3,9,0,0,2.72649741173,0.0
1972,4,4,9,0,0,2.83450365067,0.0
1972,4,5,9,0,0,2.22953820229,0.0
1972,4,6,9,0,0,2.62474250793,1.89999997616
1972,4,7,9,0,0,1.71972882748,0.0
1972,4,8,9,0,0,1.17694246769,25.2999992371
1972,4,9,9,0,0,1.48182344437,0.0
1972,4,10,9,0,0,2.81016683578,0.0
1972,4,11,9,0,0,2.21306943893,0.0
1972,4,12,9,0,0,1.30484294891,5.0
1972,4,13,9,0,0,1.33651292324,1.39999997616
1972,4,14,9,0,0,1.46672558784,1.79999995232
1972,4,15,9,0,0,1.57692754269,1.5
1972,4,16,9,0,0,1.74541628361,10.0
1972,4,17,9,0,0,1.81672120094,8.0
1972,4,18,9,0,0,2.285197258,0.0
1972,4,19,9,0,0,2.51809716225,0.0
1972,4,20,9,0,0,2.25753235817,0.0
1972,4,21,9,0,0,1.8864710331,0.0
1972,4,22,9,0,0,2.59150600433,0.0
1972,4,23,9,0,0,2.57358884811,3.0
1972,4,24,9,0,0,2.28446578979,5.69999980927
1972,4,25,9,0,0,1.84230256081,13.0
1972,4,26,9,0,0,2.40910863876,0.0
1972,4,27,9,0,0,2.49203276634,0.0
