Year,Month,Day,Hour,Minute,Second,Z=200mm
2001.0,1.0,1.0,9.0,0.0,0.0,0.12300000190734864
2001.0,1.0,2.0,9.0,0.0,0.0,0.11600000381469727
2001.0,1.0,3.0,9.0,0.0,0.0,0.10100000381469726
2001.0,1.0,4.0,9.0,0.0,0.0,0.08600000381469726
2001.0,1.0,5.0,9.0,0.0,0.0,0.07300000190734864
2001.0,1.0,6.0,9.0,0.0,0.0,0.06599999904632568
2001.0,1.0,7.0,9.0,0.0,0.0,0.05900000095367432
2001.0,1.0,8.0,9.0,0.0,0.0,0.05400000095367432
2001.0,1.0,9.0,9.0,0.0,0.0,0.05400000095367432
2001.0,1.0,10.0,9.0,0.0,0.0,0.13
2001.0,1.0,11.0,9.0,0.0,0.0,0.125
2001.0,1.0,12.0,9.0,0.0,0.0,0.11199999809265136
2001.0,1.0,13.0,9.0,0.0,0.0,0.14399999618530274
2001.0,1.0,14.0,9.0,0.0,0.0,0.18200000762939453
2001.0,1.0,15.0,9.0,0.0,0.0,0.17299999237060548
2001.0,1.0,16.0,9.0,0.0,0.0,0.16200000762939454
2001.0,1.0,17.0,9.0,0.0,0.0,0.14399999618530274
2001.0,1.0,18.0,9.0,0.0,0.0,0.14399999618530274
2001.0,1.0,19.0,9.0,0.0,0.0,0.14
2001.0,1.0,20.0,9.0,0.0,0.0,0.13600000381469726
2001.0,1.0,21.0,9.0,0.0,0.0,0.12800000190734864
2001.0,1.0,22.0,9.0,0.0,0.0,0.11800000190734863
2001.0,1.0,23.0,9.0,0.0,0.0,0.10899999618530273
2001.0,1.0,24.0,9.0,0.0,0.0,0.105
2001.0,1.0,25.0,9.0,0.0,0.0,0.10100000381469726
2001.0,1.0,26.0,9.0,0.0,0.0,0.10399999618530273
2001.0,1.0,27.0,9.0,0.0,0.0,0.105
2001.0,1.0,28.0,9.0,0.0,0.0,0.10100000381469726
2001.0,1.0,29.0,9.0,0.0,0.0,0.095
2001.0,1.0,30.0,9.0,0.0,0.0,0.08800000190734864
2001.0,1.0,31.0,9.0,0.0,0.0,0.08600000381469726
2001.0,2.0,1.0,9.0,0.0,0.0,0.08600000381469726
2001.0,2.0,2.0,9.0,0.0,0.0,0.085
2001.0,2.0,3.0,9.0,0.0,0.0,0.08100000381469727
2001.0,2.0,4.0,9.0,0.0,0.0,0.07400000095367432
2001.0,2.0,5.0,9.0,0.0,0.0,0.07199999809265137
2001.0,2.0,6.0,9.0,0.0,0.0,0.07300000190734864
2001.0,2.0,7.0,9.0,0.0,0.0,0.07300000190734864
2001.0,2.0,8.0,9.0,0.0,0.0,0.07099999904632569
2001.0,2.0,9.0,9.0,0.0,0.0,0.06800000190734863
2001.0,2.0,10.0,9.0,0.0,0.0,0.06300000190734863
2001.0,2.0,11.0,9.0,0.0,0.0,0.05900000095367432
2001.0,2.0,12.0,9.0,0.0,0.0,0.058000001907348636
2001.0,2.0,13.0,9.0,0.0,0.0,0.05599999904632568
2001.0,2.0,14.0,9.0,0.0,0.0,0.05300000190734863
2001.0,2.0,15.0,9.0,0.0,0.0,0.050999999046325684
2001.0,2.0,16.0,9.0,0.0,0.0,0.051999998092651364
2001.0,2.0,17.0,9.0,0.0,0.0,0.05300000190734863
2001.0,2.0,18.0,9.0,0.0,0.0,0.055
2001.0,2.0,19.0,9.0,0.0,0.0,0.05599999904632568
2001.0,2.0,20.0,9.0,0.0,0.0,0.05699999809265137
2001.0,2.0,21.0,9.0,0.0,0.0,0.055
2001.0,2.0,22.0,9.0,0.0,0.0,0.055
2001.0,2.0,23.0,9.0,0.0,0.0,0.05300000190734863
2001.0,2.0,24.0,9.0,0.0,0.0,0.050999999046325684
2001.0,2.0,25.0,9.0,0.0,0.0,0.05
2001.0,2.0,26.0,9.0,0.0,0.0,0.05
2001.0,2.0,27.0,9.0,0.0,0.0,0.05
2001.0,2.0,28.0,9.0,0.0,0.0,0.048000001907348634
2001.0,3.0,1.0,9.0,0.0,0.0,0.04699999809265137
2001.0,3.0,2.0,9.0,0.0,0.0,0.045
2001.0,3.0,3.0,9.0,0.0,0.0,0.045
2001.0,3.0,4.0,9.0,0.0,0.0,0.04400000095367432
2001.0,3.0,5.0,9.0,0.0,0.0,0.04300000190734863
2001.0,3.0,6.0,9.0,0.0,0.0,0.04300000190734863
2001.0,3.0,7.0,9.0,0.0,0.0,0.04199999809265137
