Zroot,ΔRdf_Top,Zroot_Top,Lai,Lai_Min,Lai_Max,CropCoeficient,CropCoeficient_Min,CropCoeficient_Max,ExtinctCoefRadiation,Ψfeddes1,Ψfeddes2,Ψfeddes3,Ψfeddes4,RootWaterUptakeComp,Zevapo,Sint_Lai,Sint_Sat
800.0,0.897509579,300.0,3.0,0.27244327077141783,3.028750159653876,0.86572077,0.7729661109416028,0.8322761876850205,0.5,100.0,250.0,5000.0,80000.0,0.5,300.0,1.6,1.9130072129144455
