Id,θs,θr,Ks,Ψm,σ,θsMacMat_ƞ,σMac,ΨmMac,So,θsMacMat,Φ,θs_Min,θr_Min,Ks_Min,Ψm_Min,σ_Min,θsMacMat_ƞ_Min,σMac_Min,ΨmMac_Min,So_Min,θsMacMat_Min,Φ_Min,θs_Max,θr_Max,Ks_Max,Ψm_Max,σ_Max,θsMacMat_ƞ_Max,σMac_Max,ΨmMac_Max,So_Max,θsMacMat_Max,Φ_Max
1.0,0.5704276939993325,0.19999857104773375,0.04180478892451543,1.3120520526900565e7,3.6979039180268027,0.7584432466420145,0.7675,10.0,0.0,0.4326370322113713,0.0,0.444,0.0,5.5e-5,94.87735836,0.75,0.75,0.2,50.0,0.0,0.0,0.0,0.7,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
2.0,0.5704276939993325,0.19999857104773375,0.04180478892451543,1.3120520526900565e7,3.6979039180268027,0.7584432466420145,0.7675,10.0,0.0,0.4326370322113713,0.0,0.5825,0.0,5.5e-5,94.87735836,0.75,0.75,0.2,50.0,0.0,0.0,0.0,0.7,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
3.0,0.6303920563361101,0.09796962256249565,0.027028159722963113,4.416978313610829e6,2.189246419010808,0.8945134680061129,0.7675,10.0,0.0,0.5638941845167187,0.0,0.644,0.0,5.5e-5,94.87735836,0.75,0.8,0.2,50.0,0.0,0.0,0.0,0.7,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
4.0,0.6303920563361101,0.09796962256249565,0.027028159722963113,4.416978313610829e6,2.189246419010808,0.8945134680061129,0.7675,10.0,0.0,0.5638941845167187,0.0,0.565,0.0,5.5e-5,94.87735836,0.75,0.8,0.2,50.0,0.0,0.0,0.0,0.7,0.2,0.08,1.627547914e7,4.0,1.0,0.8,390.0,1.0e-5,0.0,0.0
